node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.24,210,11.85,0.98,191,12.55,0.6,162,27.5,13.8,331,0.0,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.16,211,11.7,0.92,191,12.45,0.5,180,27.4,13.3,333,0.0,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.16,211,11.7,0.92,191,12.45,0.5,180,27.4,5.0,341,0.0,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,0.98,213,11.45,0.76,192,12.3,0.4,207,27.4,5.0,341,0.0,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,0.98,213,11.45,0.76,192,12.3,0.4,207,27.4,5.0,341,0.0,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,0.8,218,11.05,0.58,193,12.45,0.4,207,27.3,4.4,341,0.0,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.3,211,11.75,1.04,192,12.5,0.6,162,27.5,12.7,337,0.0,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.26,211,11.9,0.98,192,12.55,0.4,180,27.4,12.7,337,0.0,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.18,210,11.9,0.94,191,12.5,0.3,225,27.3,11.3,342,0.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-21T00:00,1.18,210,11.9,0.94,191,12.5,0.3,225,27.3,5.0,341,0.0,True,No hazard
