node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.16,253,6.85,0.48,184,8.95,1.9,151,28.0,27.0,299,0.0,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.1,252,6.75,0.48,183,8.95,1.9,151,27.8,27.4,299,0.0,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.1,252,6.75,0.48,183,8.95,1.9,151,27.8,15.7,303,0.0,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,0.94,253,6.6,0.42,201,7.95,1.7,148,27.7,15.7,303,0.0,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,0.94,253,6.6,0.42,201,7.95,1.7,148,27.7,15.7,303,0.0,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,0.8,254,6.35,0.4,234,6.35,1.5,150,27.5,13.2,302,0.0,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,252,6.9,0.5,186,9.0,1.7,148,28.0,28.6,300,0.0,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.16,252,6.85,0.5,186,9.05,1.9,151,27.8,28.6,300,0.0,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.1,250,6.9,0.46,185,9.05,1.7,148,27.5,27.5,301,0.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.1,250,6.9,0.46,185,9.05,1.7,148,27.5,15.7,303,0.0,True,No hazard
GJ-VER-0011,21.01158311,70.12028964,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,0.92,245,7.05,0.42,185,8.95,1.5,150,27.3,15.7,303,0.0,True,No hazard
GJ-VER-0012,21.05659653,70.11882019,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,0.92,245,7.05,0.42,185,8.95,1.5,150,27.3,15.7,303,0.0,True,No hazard
GJ-VER-0013,20.7878662,70.17544804,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,252,6.8,0.52,187,9.3,1.8,143,27.9,28.4,300,0.0,True,No hazard
GJ-VER-0014,20.8328845,70.17401206,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,252,6.8,0.52,187,9.3,1.8,143,27.9,28.6,300,0.0,True,No hazard
GJ-VER-0015,20.87790246,70.17257226,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.14,252,6.85,0.5,187,9.25,1.7,148,27.7,28.6,300,0.0,True,No hazard
GJ-VER-0016,20.9229201,70.17112863,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.08,246,7.05,0.48,187,9.05,1.5,150,27.6,15.8,304,0.0,True,No hazard
GJ-VER-0017,20.9679374,70.16968116,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.08,246,7.05,0.48,187,9.05,1.5,150,27.6,15.7,303,0.0,True,No hazard
GJ-VER-0018,21.01295437,70.16822986,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,0.92,245,7.05,0.42,185,8.95,1.0,158,27.7,15.7,303,0.0,True,No hazard
GJ-VER-0019,20.78920817,70.22332115,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,252,6.8,0.52,187,9.3,1.8,143,27.9,30.6,300,0.0,True,No hazard
GJ-VER-0020,20.83422964,70.22189929,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.14,252,6.85,0.5,187,9.25,1.7,148,27.7,28.9,302,0.0,True,No hazard
GJ-VER-0021,20.87925078,70.22047364,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.14,252,6.85,0.5,187,9.25,1.7,148,27.7,15.8,304,0.0,True,No hazard
GJ-VER-0022,20.92427159,70.2190442,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.08,246,7.05,0.48,187,9.05,1.5,150,27.6,15.8,304,0.0,True,No hazard
GJ-VER-0023,20.96929207,70.21761096,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.08,246,7.05,0.48,187,9.05,1.5,150,27.6,15.8,304,0.0,True,No hazard
GJ-VER-0024,20.74551194,70.27260204,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.22,255,6.65,0.54,186,8.2,1.8,143,28.0,30.6,300,0.0,True,No hazard
GJ-VER-0025,20.79053688,70.27119804,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.18,252,6.7,0.52,187,8.65,1.8,143,27.8,30.6,300,0.0,True,No hazard
GJ-VER-0026,20.83556148,70.2697903,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.12,252,6.85,0.52,187,8.8,1.5,144,27.6,15.7,303,0.0,True,No hazard
GJ-VER-0027,20.88058576,70.26837881,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.12,252,6.85,0.52,187,8.8,1.5,144,27.6,15.8,304,0.0,True,No hazard
GJ-VER-0028,20.92560971,70.26696356,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.12,252,6.85,0.52,187,8.8,1.1,162,27.5,15.8,304,0.0,True,No hazard
GJ-VER-0029,20.7017959,70.32185479,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.22,255,6.65,0.54,186,8.2,1.8,143,28.0,30.8,300,0.0,True,No hazard
GJ-VER-0030,20.74682427,70.32046858,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.22,255,6.65,0.54,186,8.2,1.8,143,28.0,29.8,301,0.0,True,No hazard
GJ-VER-0031,20.7918523,70.31907867,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.18,252,6.7,0.52,187,8.65,1.8,143,27.8,29.8,301,0.0,True,No hazard
GJ-VER-0032,20.83688002,70.31768506,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.12,252,6.85,0.52,187,8.8,1.5,144,27.6,15.7,303,0.0,True,No hazard
GJ-VER-0033,20.8819074,70.31628773,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.12,252,6.85,0.52,187,8.8,1.5,144,27.6,15.7,303,0.0,True,No hazard
GJ-VER-0034,20.92693447,70.31488669,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.12,252,6.85,0.52,187,8.8,1.1,162,27.5,15.8,304,0.0,True,No hazard
GJ-VER-0035,20.70309191,70.36971098,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,256,6.55,0.56,217,6.85,1.9,139,27.9,30.8,300,0.0,True,No hazard
GJ-VER-0036,20.74812334,70.36833883,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,256,6.55,0.56,217,6.85,1.9,139,27.9,29.8,301,0.0,True,No hazard
GJ-VER-0037,20.79315445,70.36696301,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.14,251,6.65,0.56,206,7.05,1.8,143,27.8,29.8,301,0.0,True,No hazard
GJ-VER-0038,20.83818524,70.36558353,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.06,251,6.85,0.56,206,6.95,1.4,140,27.8,15.7,303,0.0,True,No hazard
GJ-VER-0039,20.88321571,70.36420037,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.06,251,6.85,0.56,206,6.95,1.4,140,27.8,15.7,303,0.0,True,No hazard
GJ-VER-0040,20.65933989,70.4189253,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.22,260,6.4,0.54,229,6.3,1.8,135,28.1,29.7,301,0.0,True,No hazard
GJ-VER-0041,20.70437469,70.41757083,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.18,257,6.45,0.54,229,6.5,2.0,135,27.9,30.6,300,0.0,True,No hazard
GJ-VER-0042,20.74940916,70.41621274,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.2,256,6.55,0.56,217,6.85,1.9,139,27.9,17.1,304,0.0,True,No hazard
GJ-VER-0043,20.79444332,70.41485102,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.14,251,6.65,0.56,206,7.05,1.8,143,27.8,17.1,304,0.0,True,No hazard
GJ-VER-0044,20.83947715,70.41348568,Gir Somnath,22.2 km seaward operational buffer,2026-09-25T00:30,1.06,251,6.85,0.56,206,6.95,1.4,140,27.8,15.7,303,0.0,True,No hazard
