node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.14,230,10.15,0.9,251,5.55,1.8,127,28.0,13.5,289,0.0,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.06,232,9.85,0.88,253,5.4,1.9,131,27.7,13.6,294,0.0,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.06,232,9.85,0.88,253,5.4,1.9,131,27.7,7.9,297,0.0,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,0.9,233,9.6,0.74,252,5.35,1.9,131,27.5,7.9,297,0.0,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,0.9,233,9.6,0.74,252,5.35,1.9,131,27.5,7.9,297,0.0,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,0.76,237,8.95,0.66,251,5.3,1.8,135,27.3,6.2,287,0.0,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.2,230,10.3,0.8,223,10.2,1.9,124,28.0,14.3,294,0.0,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.14,230,10.35,0.84,223,7.7,2.1,128,27.7,14.3,294,0.0,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.06,230,10.3,0.86,252,5.4,2.2,132,27.4,13.2,298,0.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.06,230,10.3,0.86,252,5.4,2.2,132,27.4,7.9,297,0.0,True,No hazard
GJ-VER-0011,21.01158311,70.12028964,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,0.9,225,10.45,0.7,249,5.25,2.0,135,27.2,7.9,297,0.0,True,No hazard
GJ-VER-0012,21.05659653,70.11882019,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,0.9,225,10.45,0.7,249,5.25,2.0,135,27.2,7.9,297,0.0,True,No hazard
GJ-VER-0013,20.7878662,70.17544804,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.18,231,10.2,0.7,190,13.1,2.2,125,27.7,14.7,294,0.0,True,No hazard
GJ-VER-0014,20.8328845,70.17401206,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.18,231,10.2,0.7,190,13.1,2.2,125,27.7,14.3,294,0.0,True,No hazard
GJ-VER-0015,20.87790246,70.17257226,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.14,231,10.3,0.76,190,10.25,2.3,129,27.4,14.3,294,0.0,True,No hazard
GJ-VER-0016,20.9229201,70.17112863,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.08,230,10.4,0.84,246,5.65,2.2,132,27.3,6.8,297,0.0,True,No hazard
GJ-VER-0017,20.9679374,70.16968116,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.08,230,10.4,0.84,246,5.65,2.2,132,27.3,7.9,297,0.0,True,No hazard
GJ-VER-0018,21.01295437,70.16822986,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,0.9,225,10.45,0.7,249,5.25,2.0,135,27.5,7.9,297,0.0,True,No hazard
GJ-VER-0019,20.78920817,70.22332115,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.18,231,10.2,0.7,190,13.1,2.2,125,27.7,16.1,298,0.0,True,No hazard
GJ-VER-0020,20.83422964,70.22189929,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.14,231,10.3,0.76,190,10.25,2.3,129,27.4,15.1,298,0.0,True,No hazard
GJ-VER-0021,20.87925078,70.22047364,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.14,231,10.3,0.76,190,10.25,2.3,129,27.4,6.8,297,0.0,True,No hazard
GJ-VER-0022,20.92427159,70.2190442,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.08,230,10.4,0.84,246,5.65,2.2,132,27.3,6.8,297,0.0,True,No hazard
GJ-VER-0023,20.96929207,70.21761096,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.08,230,10.4,0.84,246,5.65,2.2,132,27.3,6.8,297,0.0,True,No hazard
GJ-VER-0024,20.74551194,70.27260204,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.2,234,9.95,0.66,190,14.15,2.3,122,27.8,16.1,298,0.0,True,No hazard
GJ-VER-0025,20.79053688,70.27119804,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.16,231,10.1,0.64,190,14.1,2.4,126,27.6,16.1,298,0.0,True,No hazard
GJ-VER-0026,20.83556148,70.2697903,Gir Somnath,22.2 km seaward operational buffer,2026-09-11T23:45,1.12,231,10.2,0.66,190,12.6,2.4,132,27.4,8.1,298,0.0,True,No hazard
