node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.54,236,7.9,1.12,239,6.2,1.2,141,27.5,20.9,255,0.0,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,237,7.8,1.12,246,6.15,1.2,141,27.2,20.8,252,0.0,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,237,7.8,1.12,246,6.15,1.2,141,27.2,16.3,248,0.0,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.28,238,7.6,0.94,247,6.45,0.9,143,26.9,16.3,248,0.0,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.28,238,7.6,0.94,247,6.45,0.9,143,26.9,16.3,248,0.0,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.1,240,7.25,0.84,247,6.25,0.8,135,26.7,15.1,245,0.0,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.58,235,8.15,1.24,244,6.15,1.2,141,27.5,22.4,255,0.0,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.54,235,8.05,1.14,244,6.1,1.0,158,27.2,22.4,255,0.0,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.46,235,8.0,1.1,244,6.1,0.9,143,26.9,21.4,253,0.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.46,235,8.0,1.1,244,6.1,0.9,143,26.9,16.3,248,0.0,True,No hazard
GJ-VER-0011,21.01158311,70.12028964,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.24,232,7.95,0.96,244,6.05,0.6,146,26.8,16.3,248,0.0,True,No hazard
GJ-VER-0012,21.05659653,70.11882019,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.24,232,7.95,0.96,244,6.05,0.6,146,26.8,16.3,248,0.0,True,No hazard
GJ-VER-0013,20.7878662,70.17544804,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.56,234,8.15,1.26,244,6.05,1.0,158,27.3,23.5,255,0.0,True,No hazard
GJ-VER-0014,20.8328845,70.17401206,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.56,234,8.15,1.26,244,6.05,1.0,158,27.3,22.4,255,0.0,True,No hazard
GJ-VER-0015,20.87790246,70.17257226,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.52,234,8.1,1.2,244,6.05,0.7,166,27.0,22.4,255,0.0,True,No hazard
GJ-VER-0016,20.9229201,70.17112863,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.46,234,8.1,1.12,243,6.0,0.3,135,26.8,16.5,252,0.0,True,No hazard
GJ-VER-0017,20.9679374,70.16968116,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.46,234,8.1,1.12,243,6.0,0.3,135,26.8,16.3,248,0.0,True,No hazard
GJ-VER-0018,21.01295437,70.16822986,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.24,232,7.95,0.96,244,6.05,0.4,180,26.9,16.3,248,0.0,True,No hazard
GJ-VER-0019,20.78920817,70.22332115,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.56,234,8.15,1.26,244,6.05,1.0,158,27.3,25.6,254,0.0,True,No hazard
GJ-VER-0020,20.83422964,70.22189929,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.52,234,8.1,1.2,244,6.05,0.7,166,27.0,24.0,255,0.0,True,No hazard
GJ-VER-0021,20.87925078,70.22047364,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.52,234,8.1,1.2,244,6.05,0.7,166,27.0,16.5,252,0.0,True,No hazard
GJ-VER-0022,20.92427159,70.2190442,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.46,234,8.1,1.12,243,6.0,0.3,135,26.8,16.5,252,0.0,True,No hazard
GJ-VER-0023,20.96929207,70.21761096,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.46,234,8.1,1.12,243,6.0,0.3,135,26.8,16.5,252,0.0,True,No hazard
GJ-VER-0024,20.74551194,70.27260204,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.56,235,8.15,1.2,246,6.2,1.2,141,27.4,25.6,254,0.0,True,No hazard
GJ-VER-0025,20.79053688,70.27119804,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.52,234,8.1,1.18,244,6.15,0.7,166,27.1,25.6,254,0.0,True,No hazard
GJ-VER-0026,20.83556148,70.2697903,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,234,8.1,1.2,244,6.05,0.4,153,26.8,16.9,255,0.0,True,No hazard
GJ-VER-0027,20.88058576,70.26837881,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,234,8.1,1.2,244,6.05,0.4,153,26.8,16.5,252,0.0,True,No hazard
GJ-VER-0028,20.92560971,70.26696356,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,234,8.1,1.2,244,6.05,0.4,243,26.8,16.5,252,0.0,True,No hazard
GJ-VER-0029,20.7017959,70.32185479,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.56,235,8.15,1.2,246,6.2,1.2,141,27.4,25.5,254,0.0,True,No hazard
GJ-VER-0030,20.74682427,70.32046858,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.56,235,8.15,1.2,246,6.2,1.2,141,27.4,26.0,254,0.0,True,No hazard
GJ-VER-0031,20.7918523,70.31907867,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.52,234,8.1,1.18,244,6.15,0.7,166,27.1,26.0,254,0.0,True,No hazard
GJ-VER-0032,20.83688002,70.31768506,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,234,8.1,1.2,244,6.05,0.4,153,26.8,16.9,255,0.0,True,No hazard
GJ-VER-0033,20.8819074,70.31628773,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,234,8.1,1.2,244,6.05,0.4,153,26.8,16.9,255,0.0,True,No hazard
GJ-VER-0034,20.92693447,70.31488669,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.48,234,8.1,1.2,244,6.05,0.4,243,26.8,16.5,252,0.0,True,No hazard
GJ-VER-0035,20.70309191,70.36971098,Gir Somnath,22.2 km seaward operational buffer,2026-09-17T17:00,1.52,235,8.15,1.08,233,6.35,0.9,143,27.1,25.5,254,0.0,True,No hazard
