node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.42,224,9.4,0.98,191,11.9,1.9,124,27.5,26.4,256,3.8,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.36,227,9.15,0.92,191,11.9,2.1,128,27.2,29.3,257,3.8,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.36,227,9.15,0.92,191,11.9,2.1,128,27.2,19.9,261,0.5,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.16,228,9.05,0.76,192,12.0,2.2,132,26.9,19.9,261,0.5,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.16,228,9.05,0.76,192,12.0,2.2,132,26.9,19.9,261,0.5,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,0.98,233,8.65,0.6,195,11.9,1.9,139,26.6,18.2,250,0.4,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.44,223,9.7,1.02,192,11.8,2.0,117,27.4,26.4,250,2.4,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.4,223,9.45,0.98,192,11.9,2.2,125,27.1,26.4,250,2.4,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.36,224,9.3,0.94,191,11.95,2.3,129,26.7,26.8,257,3.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.36,224,9.3,0.94,191,11.95,2.3,129,26.7,19.9,261,0.5,True,No hazard
GJ-VER-0011,21.01158311,70.12028964,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.16,221,9.55,0.82,191,12.05,2.0,135,26.3,19.9,261,0.5,True,No hazard
GJ-VER-0012,21.05659653,70.11882019,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.16,221,9.55,0.82,191,12.05,2.0,135,26.3,19.9,261,0.5,True,No hazard
GJ-VER-0013,20.7878662,70.17544804,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.4,223,9.65,0.98,193,11.75,2.3,119,27.1,25.9,251,1.5,True,No hazard
GJ-VER-0014,20.8328845,70.17401206,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.4,223,9.65,0.98,193,11.75,2.3,119,27.1,26.4,250,2.4,True,No hazard
GJ-VER-0015,20.87790246,70.17257226,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.38,223,9.5,0.96,193,11.8,2.3,122,26.7,26.4,250,2.4,True,No hazard
GJ-VER-0016,20.9229201,70.17112863,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.34,222,9.45,0.94,192,11.85,2.2,125,26.3,16.5,257,0.2,True,No hazard
GJ-VER-0017,20.9679374,70.16968116,Gir Somnath,22.2 km seaward operational buffer,2026-09-14T11:30,1.34,222,9.45,0.94,192,11.85,2.2,125,26.3,19.9,261,0.5,True,No hazard
