node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.7,233,8.2,1.36,239,6.55,0.7,166,27.4,23.2,286,0.0,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.6,233,8.2,1.3,240,6.55,0.9,169,27.2,23.9,287,0.0,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.6,233,8.2,1.3,240,6.55,0.9,169,27.2,13.6,285,0.0,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.38,233,8.25,1.12,239,6.7,1.0,158,27.1,13.6,285,0.0,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.38,233,8.25,1.12,239,6.7,1.0,158,27.1,13.6,285,0.0,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.18,236,8.1,0.98,240,6.65,0.8,153,27.0,11.6,277,0.0,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.78,232,8.25,1.46,238,6.6,0.7,180,27.2,23.2,287,0.0,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.7,232,8.25,1.36,238,6.55,0.7,166,27.0,23.2,287,0.0,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.58,231,8.3,1.28,238,6.5,0.7,166,26.8,22.9,289,0.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.58,231,8.3,1.28,238,6.5,0.7,166,26.8,13.6,285,0.0,True,No hazard
GJ-VER-0011,21.01158311,70.12028964,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.36,228,8.4,1.08,238,6.45,0.7,166,26.6,13.6,285,0.0,True,No hazard
GJ-VER-0012,21.05659653,70.11882019,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.36,228,8.4,1.08,238,6.45,0.7,166,26.6,13.6,285,0.0,True,No hazard
GJ-VER-0013,20.7878662,70.17544804,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.76,232,8.2,1.44,237,6.6,0.7,166,26.9,23.3,283,0.0,True,No hazard
GJ-VER-0014,20.8328845,70.17401206,Gir Somnath,22.2 km seaward operational buffer,2026-09-05T23:30,1.76,232,8.2,1.44,237,6.6,0.7,166,26.9,23.2,287,0.0,True,No hazard
