node_id,latitude,longitude,district,zone_type,observation_time,wave_height_m,wave_direction_deg,wave_period_s,swell_wave_height_m,swell_wave_direction_deg,swell_wave_period_s,ocean_current_velocity_kmh,ocean_current_direction_deg,sst_celsius,wind_speed_kmph,wind_direction_deg,precipitation_mm,safe_to_venture,hazard_type
GJ-VER-0001,20.87516585,70.07678103,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.16,223,11.05,0.82,193,14.05,1.8,127,28.1,15.8,278,0.0,True,No hazard
GJ-VER-0002,20.92017704,70.07530903,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.1,226,10.65,0.74,192,13.85,2.1,128,27.8,17.1,281,0.0,True,No hazard
GJ-VER-0003,20.9651879,70.07383312,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.1,226,10.65,0.74,192,13.85,2.1,128,27.8,11.8,278,0.0,True,No hazard
GJ-VER-0004,21.01019843,70.0723533,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,0.94,229,10.2,0.62,207,12.15,1.9,131,27.6,11.8,278,0.0,True,No hazard
GJ-VER-0005,21.05520861,70.07086956,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,0.94,229,10.2,0.62,207,12.15,1.9,131,27.6,11.8,278,0.0,True,No hazard
GJ-VER-0006,21.10021846,70.06938189,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,0.8,235,9.4,0.52,238,8.35,1.8,135,27.5,10.6,274,0.0,True,No hazard
GJ-VER-0007,20.83152605,70.12612866,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.24,224,11.2,0.88,195,14.1,1.9,124,28.1,18.5,277,0.0,True,No hazard
GJ-VER-0008,20.87654082,70.12467471,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.18,224,11.15,0.84,195,14.05,1.9,124,27.7,18.5,277,0.0,True,No hazard
GJ-VER-0009,20.92155525,70.12321689,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.12,224,11.0,0.78,193,14.0,2.1,128,27.4,18.0,281,0.0,True,No hazard
GJ-VER-0010,20.96656935,70.1217552,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.12,224,11.0,0.78,193,14.0,2.1,128,27.4,11.8,278,0.0,True,No hazard
GJ-VER-0011,21.01158311,70.12028964,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,0.96,221,11.05,0.66,192,13.85,2.0,135,27.2,11.8,278,0.0,True,No hazard
GJ-VER-0012,21.05659653,70.11882019,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,0.96,221,11.05,0.66,192,13.85,2.0,135,27.2,11.8,278,0.0,True,No hazard
GJ-VER-0013,20.7878662,70.17544804,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.22,226,11.0,0.84,196,14.2,2.1,121,27.8,18.2,273,0.0,True,No hazard
GJ-VER-0014,20.8328845,70.17401206,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.22,226,11.0,0.84,196,14.2,2.1,121,27.8,18.5,277,0.0,True,No hazard
GJ-VER-0015,20.87790246,70.17257226,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.18,226,11.05,0.82,196,14.05,2.2,125,27.6,18.5,277,0.0,True,No hazard
GJ-VER-0016,20.9229201,70.17112863,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.14,225,11.1,0.78,195,13.95,2.2,132,27.5,11.4,282,0.0,True,No hazard
GJ-VER-0017,20.9679374,70.16968116,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,1.14,225,11.1,0.78,195,13.95,2.2,132,27.5,11.8,278,0.0,True,No hazard
GJ-VER-0018,21.01295437,70.16822986,Gir Somnath,22.2 km seaward operational buffer,2026-09-12T22:15,0.96,221,11.05,0.66,192,13.85,1.9,139,27.5,11.8,278,0.0,True,No hazard
